
   Bytes sent (11545769)   |   Avg RTT (ms)   |   Estimated RTT (ms)   |   Avg Bandwidth (KB/s)   |   Estimated Bandwidth (KB/s)   
           1024         |       0.04       |              0.04        |            25367.50        |               27306.41   
           1024         |       0.04       |              0.03        |            25369.97        |               31207.33   
           1024         |       0.04       |              0.03        |            25372.44        |               35665.52   
           1024         |       0.04       |              0.03        |            25374.92        |               40760.59   
           1024         |       0.04       |              0.02        |            25377.39        |               46583.53   
           1024         |       0.04       |              0.02        |            25379.86        |               53238.32   
           1024         |       0.04       |              0.02        |            25382.34        |               60843.79   
           1024         |       0.04       |              0.01        |            25384.81        |               69535.76   
           1024         |       0.04       |              0.01        |            25387.29        |               79469.45   
           1024         |       0.04       |              0.01        |            25389.76        |               90822.22   
           1024         |       0.04       |              0.01        |            25392.23        |              103796.83   
           1024         |       0.04       |              0.01        |            25394.71        |              118624.94   
           1024         |       0.04       |              0.13        |            25335.98        |                7725.20   
           1024         |       0.04       |              0.12        |            25338.45        |                8828.80   
           1024         |       0.04       |              0.10        |            25340.92        |               10090.06   
           1024         |       0.04       |              0.09        |            25343.38        |               11531.49   
           1024         |       0.04       |              0.08        |            25345.85        |               13178.85   
           1024         |       0.04       |              0.07        |            25348.32        |               15061.54   
           1024         |       0.04       |              0.06        |            25350.79        |               17213.19   
           1024         |       0.04       |              0.05        |            25353.25        |               19672.22   
           1024         |       0.04       |              0.05        |            25355.72        |               22482.53   
           1024         |       0.04       |              0.04        |            25358.19        |               25694.32   
           1024         |       0.04       |              0.03        |            25360.66        |               29364.94   
           1024         |       0.04       |              0.03        |            25363.12        |               33559.93   
           1024         |       0.04       |              0.03        |            25365.59        |               38354.21   
           1024         |       0.04       |              0.02        |            25368.06        |               43833.38   
           1024         |       0.04       |              0.02        |            25370.53        |               50095.30   
           1024         |       0.04       |              0.02        |            25372.99        |               57251.77   
           1024         |       0.04       |              0.02        |            25375.46        |               65430.59   
           1024         |       0.04       |              0.01        |            25377.93        |               74777.82   
           1024         |       0.04       |              0.14        |            25319.38        |                7475.43   
           1024         |       0.04       |              0.12        |            25321.85        |                8543.34   
           1024         |       0.04       |              0.10        |            25324.31        |                9763.82   
           1024         |       0.04       |              0.09        |            25326.77        |               11158.65   
           1024         |       0.04       |              0.08        |            25329.23        |               12752.75   
           1024         |       0.04       |              0.07        |            25331.69        |               14574.57   
           1024         |       0.04       |              0.06        |            25334.15        |               16656.65   
           1024         |       0.04       |              0.05        |            25336.62        |               19036.17   
           1024         |       0.04       |              0.05        |            25339.08        |               21755.62   
           1024         |       0.04       |              0.04        |            25341.54        |               24863.57   
           1024         |       0.04       |              0.04        |            25344.00        |               28415.51   
           1024         |       0.04       |              0.16        |            25285.68        |                6541.79   
           1024         |       0.04       |              0.14        |            25288.13        |                7476.33   
           1024         |       0.04       |              0.12        |            25290.59        |                8544.38   
           1024         |       0.04       |              0.10        |            25293.05        |                9765.00   
           1024         |       0.04       |              0.09        |            25295.50        |               11160.01   
           1024         |       0.04       |              0.08        |            25297.96        |               12754.29   
           1024         |       0.04       |              0.07        |            25300.41        |               14576.33   
           1024         |       0.04       |              0.06        |            25302.87        |               16658.67   
           1024         |       0.04       |              0.05        |            25305.32        |               19038.48   
           1024         |       0.04       |              0.05        |            25307.78        |               21758.26   
           1024         |       0.04       |              0.04        |            25310.24        |               24866.58   
           1024         |       0.04       |              0.04        |            25312.69        |               28418.95   
           1024         |       0.04       |              0.03        |            25315.15        |               32478.80   
           1024         |       0.04       |              0.03        |            25317.60        |               37118.63   
           1024         |       0.04       |              0.02        |            25320.06        |               42421.29   
           1024         |       0.04       |              0.02        |            25322.51        |               48481.47   
           1024         |       0.04       |              0.14        |            25264.38        |                7136.82   
           1024         |       0.04       |              0.13        |            25266.83        |                8156.36   
           1024         |       0.04       |              0.11        |            25269.28        |                9321.56   
           1024         |       0.04       |              0.10        |            25271.73        |               10653.21   
           1024         |       0.04       |              0.08        |            25274.18        |               12175.10   
           1024         |       0.04       |              0.07        |            25276.63        |               13914.40   
           1024         |       0.04       |              0.06        |            25279.08        |               15902.17   
           1024         |       0.04       |              0.06        |            25281.53        |               18173.91   
           1024         |       0.04       |              0.05        |            25283.98        |               20770.18   
           1024         |       0.04       |              0.04        |            25286.43        |               23737.35   
           1024         |       0.04       |              0.04        |            25288.88        |               27128.40   
           1024         |       0.04       |              0.03        |            25291.33        |               31003.88   
           1024         |       0.04       |              0.03        |            25293.78        |               35433.01   
           1024         |       0.04       |              0.03        |            25296.23        |               40494.87   
           1024         |       0.04       |              0.02        |            25298.68        |               46279.85   
           1024         |       0.04       |              0.02        |            25301.13        |               52891.26   
           1024         |       0.04       |              0.02        |            25303.58        |               60447.15   
           1024         |       0.04       |              0.01        |            25306.03        |               69082.46   
           1024         |       0.04       |              0.01        |            25308.48        |               78951.38   
           1024         |       0.04       |              0.01        |            25310.93        |               90230.15   
           1024         |       0.04       |              0.01        |            25313.38        |              103120.17   
           1024         |       0.04       |              0.01        |            25315.83        |              117851.63   
           1024         |       0.04       |              0.01        |            25318.28        |              134687.57   
           1024         |       0.04       |              0.01        |            25320.73        |              153928.66   
           1024         |       0.04       |              0.01        |            25323.18        |              175918.46   
           1024         |       0.04       |              0.01        |            25325.63        |              201049.67   
           1024         |       0.04       |              0.00        |            25328.08        |              229771.05   
           1024         |       0.04       |              0.00        |            25330.53        |              262595.49   
           1024         |       0.04       |              0.00        |            25332.98        |              300109.13   
           1024         |       0.04       |              0.00        |            25335.43        |              342981.86   
           1024         |       0.04       |              0.00        |            25337.88        |              391979.27   
           1024         |       0.04       |              0.00        |            25340.33        |              447976.31   
           1024         |       0.04       |              0.00        |            25342.78        |              511972.93   
           1024         |       0.04       |              0.00        |            25345.22        |              585111.92   
           1024         |       0.04       |              0.00        |            25347.67        |              668699.34   
           1024         |       0.04       |              0.00        |            25350.12        |              764227.81   
           1024         |       0.04       |              0.00        |            25352.57        |              873403.21   
           1024         |       0.04       |              0.00        |            25355.02        |              998175.10   
           1024         |       0.04       |              0.00        |            25357.47        |             1140771.54   
           1024         |       0.04       |              0.00        |            25359.92        |             1303738.91   
           1024         |       0.04       |              0.00        |            25362.37        |             1489987.32   
           1024         |       0.04       |              0.00        |            25364.82        |             1702842.66   
           1024         |       0.04       |              0.00        |            25367.27        |             1946105.89   
           1024         |       0.04       |              0.00        |            25369.72        |             2224121.02   
           1024         |       0.04       |              0.00        |            25372.17        |             2541852.59   
           1024         |       0.04       |              0.00        |            25374.62        |             2904974.39   
           1024         |       0.04       |              0.00        |            25377.07        |             3319970.73   
           1024         |       0.04       |              0.00        |            25379.52        |             3794252.27   
           1024         |       0.04       |              0.13        |            25321.39        |                8176.55   
           1024         |       0.04       |              0.11        |            25323.84        |                9344.63   
           1024         |       0.04       |              0.10        |            25326.28        |               10679.58   
           1024         |       0.04       |              0.08        |            25328.73        |               12205.23   
           1024         |       0.04       |              0.07        |            25331.17        |               13948.84   
           1024         |       0.04       |              0.06        |            25333.61        |               15941.53   
           1024         |       0.04       |              0.06        |            25336.06        |               18218.89   
           1024         |       0.04       |              0.05        |            25338.50        |               20821.59   
           1024         |       0.04       |              0.04        |            25340.95        |               23796.10   
           1024         |       0.04       |              0.04        |            25343.39        |               27195.55   
           1024         |       0.04       |              0.03        |            25345.83        |               31080.62   
           1024         |       0.04       |              0.03        |            25348.28        |               35520.71   
           1024         |       0.04       |              0.03        |            25350.72        |               40595.10   
           1024         |       0.04       |              0.02        |            25353.16        |               46394.40   
           1024         |       0.04       |              0.14        |            25295.24        |                7095.70   
           1024         |       0.04       |              0.13        |            25297.68        |                8109.38   
           1024         |       0.04       |              0.11        |            25300.11        |                9267.86   
           1024         |       0.04       |              0.10        |            25302.55        |               10591.84   
           1024         |       0.04       |              0.08        |            25304.99        |               12104.96   
           1024         |       0.04       |              0.20        |            25247.32        |                5145.23   
           1024         |       0.04       |              0.17        |            25249.75        |                5880.26   
           1024         |       0.04       |              0.15        |            25252.18        |                6720.30   
           1024         |       0.04       |              0.13        |            25254.61        |                7680.34   
           1024         |       0.04       |              0.12        |            25257.05        |                8777.54   
           1024         |       0.04       |              0.10        |            25259.48        |               10031.47   
           1024         |       0.04       |              0.09        |            25261.91        |               11464.54   
           1024         |       0.04       |              0.08        |            25264.34        |               13102.33   
           1024         |       0.04       |              0.07        |            25266.77        |               14974.09   
           1024         |       0.04       |              0.06        |            25269.21        |               17113.25   
           1024         |       0.04       |              0.05        |            25271.64        |               19557.99   
           1024         |       0.04       |              0.05        |            25274.07        |               22351.99   
           1024         |       0.04       |              0.04        |            25276.50        |               25545.14   
           1024         |       0.04       |              0.04        |            25278.94        |               29194.44   
           1024         |       0.04       |              0.03        |            25281.37        |               33365.08   
           1024         |       0.04       |              0.03        |            25283.80        |               38131.51   
           1024         |       0.04       |              0.02        |            25286.23        |               43578.87   
           1024         |       0.04       |              0.02        |            25288.67        |               49804.43   
           1024         |       0.04       |              0.02        |            25291.10        |               56919.34   
           1024         |       0.04       |              0.02        |            25293.53        |               65050.68   
           1024         |       0.04       |              0.01        |            25295.96        |               74343.63   
           1024         |       0.04       |              0.01        |            25298.39        |               84964.15   
           1024         |       0.04       |              0.01        |            25300.83        |               97101.89   
           1024         |       0.04       |              0.01        |            25303.26        |              110973.59   
           1024         |       0.04       |              0.13        |            25245.73        |                7694.97   
           1024         |       0.04       |              0.12        |            25248.15        |                8794.25   
           1024         |       0.04       |              0.10        |            25250.58        |               10050.57   
           1024         |       0.04       |              0.09        |            25253.00        |               11486.36   
           1024         |       0.04       |              0.08        |            25255.43        |               13127.27   
           1024         |       0.04       |              0.07        |            25257.86        |               15002.60   
           1024         |       0.04       |              0.06        |            25260.28        |               17145.83   
           1024         |       0.04       |              0.05        |            25262.71        |               19595.23   
           1024         |       0.04       |              0.05        |            25265.14        |               22394.55   
           1024         |       0.04       |              0.04        |            25267.56        |               25593.77   
           1024         |       0.04       |              0.04        |            25269.99        |               29250.02   
           1024         |       0.04       |              0.03        |            25272.42        |               33428.60   
           1024         |       0.04       |              0.03        |            25274.84        |               38204.11   
           1024         |       0.04       |              0.02        |            25277.27        |               43661.84   
           1024         |       0.04       |              0.02        |            25279.70        |               49899.25   
           1024         |       0.04       |              0.02        |            25282.12        |               57027.72   
           1024         |       0.04       |              0.02        |            25284.55        |               65174.53   
           1024         |       0.04       |              0.01        |            25286.98        |               74485.18   
           1024         |       0.04       |              0.01        |            25289.40        |               85125.92   
           1024         |       0.04       |              0.01        |            25291.83        |               97286.76   
           1024         |       0.04       |              0.01        |            25294.26        |              111184.87   
           1024         |       0.04       |              0.13        |            25236.88        |                7695.85   
           1024         |       0.04       |              0.12        |            25239.30        |                8795.26   
           1024         |       0.04       |              0.10        |            25241.72        |               10051.73   
           1024         |       0.04       |              0.09        |            25244.14        |               11487.69   
           1024         |       0.04       |              0.08        |            25246.56        |               13128.79   
           1024         |       0.04       |              0.07        |            25248.98        |               15004.33   
           1024         |       0.04       |              0.06        |            25251.40        |               17147.80   
           1024         |       0.04       |              0.05        |            25253.83        |               19597.49   
           1024         |       0.04       |              0.05        |            25256.25        |               22397.13   
           1024         |       0.04       |              0.04        |            25258.67        |               25596.72   
           1024         |       0.04       |              0.04        |            25261.09        |               29253.40   
           1024         |       0.04       |              0.03        |            25263.51        |               33432.45   
           1024         |       0.04       |              0.03        |            25265.93        |               38208.52   
           1024         |       0.04       |              0.02        |            25268.35        |               43666.88   
           1024         |       0.04       |              0.02        |            25270.77        |               49905.00   
           1024         |       0.04       |              0.02        |            25273.19        |               57034.29   
           1024         |       0.04       |              0.02        |            25275.61        |               65182.05   
           1024         |       0.04       |              0.01        |            25278.03        |               74493.77   
           1024         |       0.04       |              0.01        |            25280.45        |               85135.73   
           1024         |       0.04       |              0.01        |            25282.87        |               97297.98   
           1024         |       0.04       |              0.01        |            25285.30        |              111197.69   
           1024         |       0.04       |              0.01        |            25287.72        |              127083.08   
           1024         |       0.04       |              0.01        |            25290.14        |              145237.81   
           1024         |       0.04       |              0.01        |            25292.56        |              165986.06   
           1024         |       0.04       |              0.01        |            25294.98        |              189698.36   
           1024         |       0.04       |              0.00        |            25297.40        |              216798.12   
           1024         |       0.04       |              0.00        |            25299.82        |              247769.28   
           1024         |       0.04       |              0.00        |            25302.24        |              283164.90   
           1024         |       0.04       |              0.00        |            25304.66        |              323617.02   
           1024         |       0.04       |              0.00        |            25307.08        |              369848.03   
           1024         |       0.04       |              0.00        |            25309.50        |              422683.46   
           1024         |       0.04       |              0.00        |            25311.92        |              483066.81   
           1024         |       0.04       |              0.00        |            25314.35        |              552076.35   
           1024         |       0.04       |              0.00        |            25316.77        |              630944.41   
           1024         |       0.04       |              0.00        |            25319.19        |              721079.32   
           1024         |       0.04       |              0.00        |            25321.61        |              824090.65   
           1024         |       0.04       |              0.00        |            25324.03        |              941817.89   
           1024         |       0.04       |              0.00        |            25326.45        |             1076363.30   
           1024         |       0.04       |              0.00        |            25328.87        |             1230129.49   
           1024         |       0.04       |              0.13        |            25271.55        |                8144.54   
           1024         |       0.04       |              0.11        |            25273.96        |                9308.05   
           1024         |       0.04       |              0.10        |            25276.38        |               10637.77   
           1024         |       0.04       |              0.08        |            25278.79        |               12157.45   
           1024         |       0.04       |              0.07        |            25281.21        |               13894.23   
           1024         |       0.04       |              0.06        |            25283.62        |               15879.12   
           1024         |       0.04       |              0.06        |            25286.04        |               18147.56   
           1024         |       0.04       |              0.05        |            25288.45        |               20740.07   
           1024         |       0.04       |              0.04        |            25290.87        |               23702.94   
           1024         |       0.04       |              0.04        |            25293.28        |               27089.07   
           1024         |       0.04       |              0.03        |            25295.70        |               30958.94   
           1024         |       0.04       |              0.03        |            25298.11        |               35381.65   
           1024         |       0.04       |              0.03        |            25300.53        |               40436.17   
           1024         |       0.04       |              0.02        |            25302.94        |               46212.76   
           1024         |       0.04       |              0.02        |            25305.36        |               52814.59   
           1024         |       0.04       |              0.02        |            25307.77        |               60359.53   
           1024         |       0.04       |              0.01        |            25310.19        |               68982.32   
           1024         |       0.04       |              0.01        |            25312.60        |               78836.94   
           1024         |       0.04       |              0.01        |            25315.02        |               90099.36   
           1024         |       0.04       |              0.01        |            25317.43        |              102970.69   
           1024         |       0.04       |              0.01        |            25319.85        |              117680.79   
           1024         |       0.04       |              0.01        |            25322.26        |              134492.33   
           1024         |       0.04       |              0.01        |            25324.68        |              153705.52   
           1024         |       0.04       |              0.01        |            25327.09        |              175663.46   
           1024         |       0.04       |              0.01        |            25329.51        |              200758.24   
           1024         |       0.04       |              0.00        |            25331.92        |              229437.98   
           1024         |       0.04       |              0.00        |            25334.34        |              262214.84   
           1024         |       0.04       |              0.00        |            25336.75        |              299674.10   
           1024         |       0.04       |              0.00        |            25339.17        |              342484.69   
           1024         |       0.04       |              0.00        |            25341.58        |              391411.07   
           1024         |       0.04       |              0.00        |            25344.00        |              447326.94   
           1024         |       0.04       |              0.00        |            25346.42        |              511230.78   
           1024         |       0.04       |              0.00        |            25348.83        |              584263.75   
           1024         |       0.04       |              0.00        |            25351.25        |              667730.00   
           1024         |       0.04       |              0.00        |            25353.66        |              763120.01   
           1024         |       0.04       |              0.00        |            25356.08        |              872137.15   
           1024         |       0.04       |              0.00        |            25358.49        |              996728.17   
           1024         |       0.04       |              0.00        |            25360.91        |             1139117.91   
           1024         |       0.04       |              0.00        |            25363.32        |             1301849.04   
           1024         |       0.04       |              0.00        |            25365.74        |             1487827.47   
           1024         |       0.04       |              0.00        |            25368.15        |             1700374.26   
           1024         |       0.04       |              0.00        |            25370.57        |             1943284.86   
           1024         |       0.04       |              0.00        |            25372.98        |             2220896.99   
           1024         |       0.04       |              0.00        |            25375.40        |             2538167.98   
           1024         |       0.04       |              0.00        |            25377.81        |             2900763.41   
           1024         |       0.04       |              0.00        |            25380.23        |             3315158.18   
           1024         |       0.04       |              0.00        |            25382.64        |             3788752.21   
           1024         |       0.04       |              0.00        |            25385.06        |             4330002.53   
           1024         |       0.04       |              0.00        |            25387.47        |             4948574.31   
           1024         |       0.04       |              0.00        |            25389.89        |             5655513.50   
           1024         |       0.04       |              0.00        |            25392.30        |             6463444.00   
           1024         |       0.04       |              0.00        |            25394.72        |             7386793.15   
           1024         |       0.04       |              0.00        |            25397.13        |             8442049.31   
           1024         |       0.04       |              0.00        |            25399.55        |             9648056.35   
           1024         |       0.04       |              0.00        |            25401.96        |            11026350.12   
           1024         |       0.04       |              0.00        |            25404.38        |            12601542.99   
           1024         |       0.04       |              0.00        |            25406.79        |            14401763.42   
           1024         |       0.04       |              0.00        |            25409.21        |            16459158.20   
           1024         |       0.04       |              0.00        |            25411.62        |            18810466.51   
           1024         |       0.04       |              0.00        |            25414.04        |            21497676.01   
           1024         |       0.04       |              0.00        |            25416.45        |            24568772.58   
           1024         |       0.04       |              0.00        |            25418.87        |            28078597.24   
           1024         |       0.04       |              0.00        |            25421.28        |            32089825.42   
           1024         |       0.04       |              0.00        |            25423.70        |            36674086.19   
           1024         |       0.04       |              0.00        |            25426.11        |            41913241.36   
           1024         |       0.04       |              0.00        |            25428.53        |            47900847.27   
           1024         |       0.04       |              0.00        |            25430.94        |            54743825.45   
           1024         |       0.04       |              0.00        |            25433.36        |            62564371.94   
           1024         |       0.04       |              0.00        |            25435.77        |            71502139.36   
           1024         |       0.04       |              0.00        |            25438.19        |            81716730.70   
           1024         |       0.04       |              0.00        |            25440.60        |            93390549.37   
           1024         |       0.04       |              0.00        |            25443.02        |           106732056.42   
           1024         |       0.04       |              0.13        |            25385.56        |                8191.45   
           1024         |       0.04       |              0.11        |            25387.97        |                9361.66   
           1024         |       0.04       |              0.10        |            25390.38        |               10699.04   
           1024         |       0.04       |              0.08        |            25392.79        |               12227.47   
           1024         |       0.04       |              0.07        |            25395.20        |               13974.25   
           1024         |       0.04       |              0.19        |            25337.99        |                5414.61   
           1024         |       0.04       |              0.17        |            25340.39        |                6188.13   
           1024         |       0.04       |              0.14        |            25342.80        |                7072.15   
           1024         |       0.04       |              0.13        |            25345.20        |                8082.45   
           1024         |       0.04       |              0.11        |            25347.61        |                9237.09   
           1024         |       0.04       |              0.10        |            25350.01        |               10556.67   
           1024         |       0.04       |              0.08        |            25352.41        |               12064.77   
           1024         |       0.04       |              0.07        |            25354.82        |               13788.31   
           1024         |       0.04       |              0.06        |            25357.22        |               15758.06   
           1024         |       0.04       |              0.06        |            25359.62        |               18009.22   
           1024         |       0.04       |              0.05        |            25362.03        |               20581.96   
           1024         |       0.04       |              0.04        |            25364.43        |               23522.24   
           1024         |       0.04       |              0.04        |            25366.84        |               26882.56   
           1024         |       0.04       |              0.03        |            25369.24        |               30722.93   
           1024         |       0.04       |              0.15        |            25312.22        |                6642.28   
           1024         |       0.04       |              0.13        |            25314.62        |                7591.18   
           1024         |       0.04       |              0.12        |            25317.02        |                8675.63   
           1024         |       0.04       |              0.10        |            25319.42        |                9915.01   
           1024         |       0.04       |              0.09        |            25321.82        |               11331.44   
           1024         |       0.04       |              0.08        |            25324.22        |               12950.22   
           1024         |       0.04       |              0.07        |            25326.61        |               14800.25   
           1024         |       0.04       |              0.06        |            25329.01        |               16914.57   
           1024         |       0.04       |              0.05        |            25331.41        |               19330.94   
           1024         |       0.04       |              0.05        |            25333.81        |               22092.50   
           1024         |       0.04       |              0.04        |            25336.21        |               25248.57   
           1024         |       0.04       |              0.04        |            25338.60        |               28855.51   
           1024         |       0.04       |              0.03        |            25341.00        |               32977.72   
           1024         |       0.04       |              0.03        |            25343.40        |               37688.83   
           1024         |       0.04       |              0.15        |            25286.58        |                6882.94   
           1024         |       0.04       |              0.13        |            25288.97        |                7866.22   
           1024         |       0.04       |              0.11        |            25291.36        |                8989.96   
           1024         |       0.04       |              0.10        |            25293.76        |               10274.24   
           1024         |       0.04       |              0.09        |            25296.15        |               11741.99   
           1024         |       0.04       |              0.08        |            25298.54        |               13419.42   
           1024         |       0.04       |              0.07        |            25300.93        |               15336.48   
           1024         |       0.04       |              0.06        |            25303.33        |               17527.41   
           1024         |       0.04       |              0.05        |            25305.72        |               20031.32   
           1024         |       0.04       |              0.04        |            25308.11        |               22892.94   
           1024         |       0.04       |              0.04        |            25310.50        |               26163.36   
           1024         |       0.04       |              0.03        |            25312.90        |               29900.98   
           1024         |       0.04       |              0.03        |            25315.29        |               34172.55   
           1024         |       0.04       |              0.03        |            25317.68        |               39054.34   
           1024         |       0.04       |              0.02        |            25320.07        |               44633.53   
           1024         |       0.04       |              0.02        |            25322.47        |               51009.75   
           1024         |       0.04       |              0.02        |            25324.86        |               58296.86   
           1024         |       0.04       |              0.02        |            25327.25        |               66624.98   
           1024         |       0.04       |              0.01        |            25329.64        |               76142.84   
           1024         |       0.04       |              0.01        |            25332.04        |               87020.39   
           1024         |       0.04       |              0.01        |            25334.43        |               99451.87   
           1024         |       0.04       |              0.01        |            25336.82        |              113659.28   
           1024         |       0.04       |              0.01        |            25339.21        |              129896.32   
           1024         |       0.04       |              0.01        |            25341.61        |              148452.94   
           1024         |       0.04       |              0.01        |            25344.00        |              169660.50   
           1024         |       0.04       |              0.01        |            25346.39        |              193897.71   
           1024         |       0.04       |              0.00        |            25348.79        |              221597.39   
           1024         |       0.04       |              0.00        |            25351.18        |              253254.16   
           1024         |       0.04       |              0.00        |            25353.57        |              289433.32   
           1024         |       0.04       |              0.00        |            25355.96        |              330780.94   
           1024         |       0.04       |              0.00        |            25358.36        |              378035.36   
           1024         |       0.04       |              0.00        |            25360.75        |              432040.41   
           1024         |       0.04       |              0.00        |            25363.14        |              493760.47   
           1024         |       0.04       |              0.00        |            25365.53        |              564297.68   
           1024         |       0.04       |              0.13        |            25308.79        |                8089.25   
           1024         |       0.04       |              0.11        |            25311.18        |                9244.85   
           1024         |       0.04       |              0.10        |            25313.57        |               10565.55   
           1024         |       0.04       |              0.08        |            25315.95        |               12074.91   
           1024         |       0.04       |              0.07        |            25318.34        |               13799.90   
           1024         |       0.04       |              0.19        |            25261.84        |                5391.52   
           1024         |       0.04       |              0.17        |            25264.22        |                6161.73   
           1024         |       0.04       |              0.15        |            25266.60        |                7041.98   
